"code_rome","libelle_rome","code_grand_domaine","libelle_grand_domaine","code_domaine_professionel","libelle_domaine_professionel"
"M1869","Gestionnaire de parc informatique","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1870","Directeur / Directrice de projet en informatique","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1871","Gestionnaire d'applications système d'information","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1872","Consultant décisionnel / Consultante décisionnelle - Business Intelligence","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1873","Spécialiste IA embarquée","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1874","Spécialiste support","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1875","Coordinateur / Coordinatrice Maitrise d'Ouvrage Système d'Information (MOA SI)","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1876","Technicien / Technicienne Cloud","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1877","Développeur / Développeuse blockchain","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1878","Responsable de la production informatique","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1879","Ingénieur / Ingénieure Cloud computing","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1880","Spécialiste e-santé","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1881","Chef / Cheffe de projet Maîtrise d'Ouvrage des Systèmes d'Information (MOA)","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1882","Architecte sécurité informatique","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1883","Analyste SOC (Security Operations Center)","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1884","Ingénieur / Ingénieure systèmes, réseaux et sécurité informatique","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1885","Responsable télécoms","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1886","Chef / Cheffe de projet Web","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1887","Product builder no code","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1888","Spécialiste en modélisation climatique","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1889","Ingénieur / Ingénieure en Intelligence Artificielle (IA)","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1890","Responsable d'opérations en station météorologique","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1891","Ingénieur / Ingénieure prévisionniste météorologue","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1892","Ingénieur / Ingénieure en informatique embarquée","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1893","Technicien / Technicienne de la météorologie","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"M1894","Gestionnaire de base de données","M","Support à l'entreprise","M18","Systèmes d'information et de télécommunication"
"N1101","Cariste","N","Transport et Logistique","N11","Magasinage, manutention des charges et déménagement"
"N1102","Déménageur / Déménageuse","N","Transport et Logistique","N11","Magasinage, manutention des charges et déménagement"
"N1103","Préparateur / Préparatrice de commandes","N","Transport et Logistique","N11","Magasinage, manutention des charges et déménagement"
"N1104","Pontier / Pontière","N","Transport et Logistique","N11","Magasinage, manutention des charges et déménagement"
"N1105","Manutentionnaire","N","Transport et Logistique","N11","Magasinage, manutention des charges et déménagement"
"N1106","Agent / Agente de quai manutentionnaire","N","Transport et Logistique","N11","Magasinage, manutention des charges et déménagement"
"N1107","Chef / Cheffe d'équipe en déménagement","N","Transport et Logistique","N11","Magasinage, manutention des charges et déménagement"
"N1108","Conducteur / Conductrice de grue mobile","N","Transport et Logistique","N11","Magasinage, manutention des charges et déménagement"
"N1109","Eclusier-barragiste / Eclusière-barragiste","N","Transport et Logistique","N11","Magasinage, manutention des charges et déménagement"
"N1110","Magasinier / Magasinière","N","Transport et Logistique","N11","Magasinage, manutention des charges et déménagement"
"N1111","Conducteur / Conductrice de pont roulant","N","Transport et Logistique","N11","Magasinage, manutention des charges et déménagement"
"N1112","Chef cariste / Cheffe cariste","N","Transport et Logistique","N11","Magasinage, manutention des charges et déménagement"
"N1113","Préparateur / Préparatrice au drive","N","Transport et Logistique","N11","Magasinage, manutention des charges et déménagement"
"N1114","Conducteur / Conductrice d'engins lourds de manutention","N","Transport et Logistique","N11","Magasinage, manutention des charges et déménagement"
"N1115","Opérateur / Opératrice logistique en entrepôt","N","Transport et Logistique","N11","Magasinage, manutention des charges et déménagement"
"N1116","Agent / Agente de quai de messagerie","N","Transport et Logistique","N11","Magasinage, manutention des charges et déménagement"
"N1201","Affréteur / Affréteuse","N","Transport et Logistique","N12","Organisation de la circulation des marchandises"
"N1202","Agent / Agente de transit","N","Transport et Logistique","N12","Organisation de la circulation des marchandises"
"N1203","Technicien / Technicienne gestion douanière","N","Transport et Logistique","N12","Organisation de la circulation des marchandises"
"N1204","Coordinateur / Coordinatrice transit en import - export","N","Transport et Logistique","N12","Organisation de la circulation des marchandises"
"N1205","Responsable de service transit","N","Transport et Logistique","N12","Organisation de la circulation des marchandises"
"N1206","Courtier / Courtière affrètement maritime","N","Transport et Logistique","N12","Organisation de la circulation des marchandises"
"N1207","Chef / Cheffe de groupe affrètement","N","Transport et Logistique","N12","Organisation de la circulation des marchandises"
"N1208","Opérateur / Opératrice de traitement de valeurs","N","Transport et Logistique","N12","Organisation de la circulation des marchandises"
"N1301","Responsable logistique","N","Transport et Logistique","N13","Personnel d'encadrement de la logistique"
"N1302","Responsable entrepôt logistique","N","Transport et Logistique","N13","Personnel d'encadrement de la logistique"
"N1303","Approvisionneur / Approvisionneuse logistique","N","Transport et Logistique","N13","Personnel d'encadrement de la logistique"
"N1304","Directeur / Directrice logistique","N","Transport et Logistique","N13","Personnel d'encadrement de la logistique"
"N1305","Ingénieur / Ingénieure logistique","N","Transport et Logistique","N13","Personnel d'encadrement de la logistique"
"N2101","Personnel Navigant Commercial - PNC -","N","Transport et Logistique","N21","Personnel navigant du transport aérien"
"N2102","Pilote de ligne","N","Transport et Logistique","N21","Personnel navigant du transport aérien"
"N2201","Agent / Agente d'Escale Commerciale aéroportuaire -AEC-","N","Transport et Logistique","N22","Personnel sédentaire du transport aérien"
"N2202","Contrôleur aérien / Contrôleuse aérienne","N","Transport et Logistique","N22","Personnel sédentaire du transport aérien"
"N2203","Agent / Agente de piste","N","Transport et Logistique","N22","Personnel sédentaire du transport aérien"
"N2204","Agent / Agente de trafic aérien","N","Transport et Logistique","N22","Personnel sédentaire du transport aérien"
"N2205","Chef / Cheffe d'escale","N","Transport et Logistique","N22","Personnel sédentaire du transport aérien"
"N2206","Pilote de drone","N","Transport et Logistique","N22","Personnel sédentaire du transport aérien"
"N2207","Agent / Agente d'accompagnement du transport","N","Transport et Logistique","N22","Personnel sédentaire du transport aérien"
"N2208","Contrôleur / Contrôleuse de la circulation et de la défense aérienne","N","Transport et Logistique","N22","Personnel sédentaire du transport aérien"
"N3101","Officier / Officière de port","N","Transport et Logistique","N31","Personnel navigant du transport maritime et fluvial"
"N3102","Marin","N","Transport et Logistique","N31","Personnel navigant du transport maritime et fluvial"
"N3103","Matelot de la navigation fluviale","N","Transport et Logistique","N31","Personnel navigant du transport maritime et fluvial"
"N3104","Conducteur / Conductrice de navigation fluviale","N","Transport et Logistique","N31","Personnel navigant du transport maritime et fluvial"
"N3201","Responsable d'exploitation transport maritime","N","Transport et Logistique","N32","Personnel sédentaire du transport maritime et fluvial"
"N3202","Responsable d'exploitation transport fluvial","N","Transport et Logistique","N32","Personnel sédentaire du transport maritime et fluvial"
"N3203","Ouvrier / Ouvrière de manutention portuaire","N","Transport et Logistique","N32","Personnel sédentaire du transport maritime et fluvial"
"N3204","Chef / Cheffe d'équipe de manutention portuaire","N","Transport et Logistique","N32","Personnel sédentaire du transport maritime et fluvial"
"N3205","Assistant / Assistante d'exploitation du transport fluvial","N","Transport et Logistique","N32","Personnel sédentaire du transport maritime et fluvial"
"N4101","Conducteur / Conductrice de poids lourd","N","Transport et Logistique","N41","Personnel de conduite du transport routier"
"N4102","Conducteur / Conductrice de transport de particuliers","N","Transport et Logistique","N41","Personnel de conduite du transport routier"
"N4103","Conducteur / Conductrice de bus","N","Transport et Logistique","N41","Personnel de conduite du transport routier"
"N4104","Coursier / Coursière","N","Transport et Logistique","N41","Personnel de conduite du transport routier"
